time,time_order,ReportingPeriod,visn,site,unit_type,groupvar,groupvar_value,N,ND,EXP,unadjusted_mortality,SMR,SMR_CI_lower,SMR_CI_upper
Rolling 24 Months,4,2026Q1,1,FAC011,Medical,predicted_mortality_group,10-<30%,4,2,0.756883,0.5,2.642416,0.296589,9.542042
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,losingspec,,3,2,0.753639,0.666667,2.65379,0.297866,9.583116
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,lward,Surgical,1,1,0.288367,1.0,3.467803,0.045249,19.29819
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,organ_system,RS11,1,1,0.288367,1.0,3.467803,0.045249,19.29819
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,age_cat,"[55,65)",2,1,0.392241,0.5,2.549453,0.033266,14.187607
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,severity,10-<30%,2,1,0.392241,0.5,2.549453,0.033266,14.187607
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,unit_type,Medical,3,2,0.753639,0.666667,2.65379,0.297866,9.583116
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,admission_source,Clinic,1,1,0.288367,1.0,3.467803,0.045249,19.29819
Rolling 24 Months,4,2026Q1,1,FAC012,Medical,predicted_mortality_group,10-<30%,2,1,0.392241,0.5,2.549453,0.033266,14.187607
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,losingspec,,2,1,0.797597,0.5,1.253766,0.016359,6.977159
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,lward,Clinic/ED,1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,organ_system,NP3,1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,age_cat,"[55,65)",1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,severity,10-<30%,1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,unit_type,ICU,2,1,0.797597,0.5,1.253766,0.016359,6.977159
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,admission_source,Clinic,1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,1,FAC025,ICU,predicted_mortality_group,10-<30%,1,0,0.137834,0.0,0.0,0.0,26.619244
Rolling 24 Months,4,2026Q1,4,FAC022,Surgical,lward,Clinic/ED,1,0,0.147493,0.0,0.0,0.0,24.876007
Rolling 24 Months,4,2026Q1,4,FAC022,Surgical,organ_system,NP3,1,0,0.147493,0.0,0.0,0.0,24.876007
Rolling 24 Months,4,2026Q1,4,FAC022,Surgical,age_cat,"[55,65)",1,0,0.147493,0.0,0.0,0.0,24.876007
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,losingspec,,2,0,0.179763,0.0,0.0,0.0,20.410412
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,lward,Medical,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,organ_system,NP3,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,age_cat,"[45,55)",2,0,0.179763,0.0,0.0,0.0,20.410412
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,severity,10-<30%,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,unit_type,Stepdown,2,0,0.179763,0.0,0.0,0.0,20.410412
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,admission_source,Emergency,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 24 Months,4,2026Q1,1,FAC008,Stepdown,predicted_mortality_group,10-<30%,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,losingspec,,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,lward,Surgical,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,organ_system,CV9,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,age_cat,"[LOW,45)",1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,severity,5-<10%,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,unit_type,Surgical,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,admission_source,Transfer,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,1,FAC015,Surgical,predicted_mortality_group,5-<10%,1,0,0.090945,0.0,0.0,0.0,40.34347
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,losingspec,,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,lward,Medical,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,organ_system,HM1,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,age_cat,"[45,55)",1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,severity,5-<10%,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,unit_type,Surgical,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,admission_source,Emergency,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC021,Surgical,predicted_mortality_group,5-<10%,1,0,0.057659,0.0,0.0,0.0,63.633377
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,losingspec,,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,lward,Clinic/ED,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,organ_system,SP5,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,age_cat,"[65,75)",1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,severity,30%+,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,unit_type,ICU,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,admission_source,Emergency,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,2,FAC029,ICU,predicted_mortality_group,30%+,1,0,0.328346,0.0,0.0,0.0,11.1743
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,losingspec,,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,lward,Clinic/ED,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,organ_system,RS11,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,age_cat,"[55,65)",1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,severity,10-<30%,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,unit_type,Stepdown,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,admission_source,Clinic,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,3,FAC020,Stepdown,predicted_mortality_group,10-<30%,1,0,0.198662,0.0,0.0,0.0,18.46874
Rolling 24 Months,4,2026Q1,4,FAC002,Medical,lward,Clinic/ED,3,0,0.611229,0.0,0.0,0.0,6.002721
Rolling 24 Months,4,2026Q1,4,FAC002,Medical,age_cat,"[75,85)",1,0,0.174618,0.0,0.0,0.0,21.011791
Rolling 24 Months,4,2026Q1,4,FAC002,Medical,severity,10-<30%,3,0,0.420808,0.0,0.0,0.0,8.719028
Rolling 24 Months,4,2026Q1,4,FAC002,Medical,admission_source,Emergency,3,0,0.611229,0.0,0.0,0.0,6.002721
Rolling 24 Months,4,2026Q1,4,FAC002,Medical,predicted_mortality_group,10-<30%,3,0,0.420808,0.0,0.0,0.0,8.719028
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,losingspec,,2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,lward,Medical,2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,organ_system,SP5,1,0,0.571345,0.0,0.0,0.0,6.421754
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,age_cat,"[65,75)",2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,severity,30%+,2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,unit_type,Surgical,2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,admission_source,Transfer,1,0,0.571345,0.0,0.0,0.0,6.421754
Rolling 24 Months,4,2026Q1,2,FAC028,Surgical,predicted_mortality_group,30%+,2,1,0.90099,0.5,1.10989,0.014482,6.176496
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,losingspec,,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,lward,Clinic/ED,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,organ_system,CV9,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,age_cat,"[55,65)",1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,severity,5-<10%,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,unit_type,Medical,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,admission_source,Other,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,1,FAC001,Medical,predicted_mortality_group,5-<10%,1,0,0.081491,0.0,0.0,0.0,45.023829
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,losingspec,,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,lward,ICU,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,organ_system,OM1,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,age_cat,"[65,75)",1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,severity,10-<30%,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,unit_type,Surgical,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,admission_source,Transfer,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,2,FAC002,Surgical,predicted_mortality_group,10-<30%,1,0,0.174843,0.0,0.0,0.0,20.984751
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,losingspec,,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,lward,Surgical,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,organ_system,NP3,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,age_cat,"[65,75)",1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,severity,5-<10%,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,unit_type,Stepdown,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,admission_source,Emergency,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,5,FAC021,Stepdown,predicted_mortality_group,5-<10%,1,0,0.063412,0.0,0.0,0.0,57.860292
Rolling 24 Months,4,2026Q1,1,FAC021,Medical,lward,Surgical,1,0,0.246692,0.0,0.0,0.0,14.872946
Rolling 24 Months,4,2026Q1,1,FAC021,Medical,organ_system,NU9,1,0,0.246692,0.0,0.0,0.0,14.872946
Rolling 24 Months,4,2026Q1,1,FAC021,Medical,age_cat,"[55,65)",2,0,0.366696,0.0,0.0,0.0,10.005664
Rolling 24 Months,4,2026Q1,4,FAC017,Medical,organ_system,NP3,1,0,0.16562,0.0,0.0,0.0,22.153344
Rolling 24 Months,4,2026Q1,4,FAC017,Medical,severity,10-<30%,2,0,0.426793,0.0,0.0,0.0,8.59676
Rolling 24 Months,4,2026Q1,4,FAC017,Medical,predicted_mortality_group,10-<30%,2,0,0.426793,0.0,0.0,0.0,8.59676
Rolling 24 Months,4,2026Q1,1,FAC022,Medical,organ_system,CV9,2,0,0.245631,0.0,0.0,0.0,14.93719
Rolling 24 Months,4,2026Q1,1,FAC022,Medical,age_cat,"[65,75)",1,0,0.14955,0.0,0.0,0.0,24.533847
Rolling 24 Months,4,2026Q1,1,FAC022,Medical,severity,10-<30%,1,0,0.14955,0.0,0.0,0.0,24.533847
Rolling 24 Months,4,2026Q1,1,FAC022,Medical,predicted_mortality_group,10-<30%,1,0,0.14955,0.0,0.0,0.0,24.533847
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,losingspec,,2,0,0.258998,0.0,0.0,0.0,14.166275
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,lward,Clinic/ED,1,0,0.145174,0.0,0.0,0.0,25.273374
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,organ_system,GI7,1,0,0.145174,0.0,0.0,0.0,25.273374
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,age_cat,"[75,85)",1,0,0.145174,0.0,0.0,0.0,25.273374
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,severity,10-<30%,2,0,0.258998,0.0,0.0,0.0,14.166275
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,unit_type,Stepdown,2,0,0.258998,0.0,0.0,0.0,14.166275
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,admission_source,Emergency,2,0,0.258998,0.0,0.0,0.0,14.166275
Rolling 24 Months,4,2026Q1,5,FAC002,Stepdown,predicted_mortality_group,10-<30%,2,0,0.258998,0.0,0.0,0.0,14.166275
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,losingspec,,3,0,0.654546,0.0,0.0,0.0,5.605468
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,lward,Medical,2,0,0.626735,0.0,0.0,0.0,5.854208
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,organ_system,RS11,2,0,0.337496,0.0,0.0,0.0,10.871349
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,age_cat,"[65,75)",1,0,0.309685,0.0,0.0,0.0,11.847642
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,severity,30%+,2,0,0.626735,0.0,0.0,0.0,5.854208
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,unit_type,Medical,3,0,0.654546,0.0,0.0,0.0,5.605468
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,admission_source,Emergency,3,0,0.654546,0.0,0.0,0.0,5.605468
Rolling 24 Months,4,2026Q1,2,FAC025,Medical,predicted_mortality_group,30%+,2,0,0.626735,0.0,0.0,0.0,5.854208
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,losingspec,,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,lward,Medical,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,organ_system,CV9,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,age_cat,"[65,75)",1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,severity,10-<30%,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,unit_type,Stepdown,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,admission_source,Emergency,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,3,FAC005,Stepdown,predicted_mortality_group,10-<30%,1,0,0.11211,0.0,0.0,0.0,32.727115
Rolling 24 Months,4,2026Q1,4,FAC003,Medical,organ_system,HM1,1,0,0.461138,0.0,0.0,0.0,7.956483
Rolling 24 Months,4,2026Q1,4,FAC003,Medical,age_cat,"[75,85)",1,0,0.461138,0.0,0.0,0.0,7.956483
Rolling 24 Months,4,2026Q1,4,FAC003,Medical,admission_source,Transfer,1,0,0.461138,0.0,0.0,0.0,7.956483
Rolling 24 Months,4,2026Q1,3,FAC015,Medical,organ_system,OM1,1,0,0.093233,0.0,0.0,0.0,39.353414
Rolling 24 Months,4,2026Q1,3,FAC015,Medical,age_cat,"[65,75)",2,0,0.303083,0.0,0.0,0.0,12.105716
Rolling 24 Months,4,2026Q1,3,FAC015,Medical,severity,5-<10%,1,0,0.093233,0.0,0.0,0.0,39.353414
Rolling 24 Months,4,2026Q1,3,FAC015,Medical,predicted_mortality_group,5-<10%,1,0,0.093233,0.0,0.0,0.0,39.353414
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,losingspec,,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,lward,Clinic/ED,1,1,0.118119,1.0,8.466038,0.110467,47.113175
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,organ_system,RS11,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,age_cat,"[55,65)",1,1,0.118119,1.0,8.466038,0.110467,47.113175
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,severity,10-<30%,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,unit_type,Stepdown,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,admission_source,Emergency,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,3,FAC008,Stepdown,predicted_mortality_group,10-<30%,2,1,0.255282,0.5,3.917237,0.051113,21.79927
Rolling 24 Months,4,2026Q1,4,FAC004,Medical,lward,Clinic/ED,2,0,0.207834,0.0,0.0,0.0,17.653689
Rolling 24 Months,4,2026Q1,4,FAC004,Medical,organ_system,GI7,1,0,0.048975,0.0,0.0,0.0,74.916526
Rolling 24 Months,4,2026Q1,4,FAC004,Medical,age_cat,"[45,55)",1,0,0.048975,0.0,0.0,0.0,74.916526
Rolling 24 Months,4,2026Q1,4,FAC004,Medical,severity,2.5-<5%,1,0,0.048975,0.0,0.0,0.0,74.916526
Rolling 24 Months,4,2026Q1,4,FAC004,Medical,predicted_mortality_group,2.5-<5%,1,0,0.048975,0.0,0.0,0.0,74.916526
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,losingspec,,3,0,0.375226,0.0,0.0,0.0,9.778205
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,lward,Clinic/ED,2,0,0.190247,0.0,0.0,0.0,19.285649
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,organ_system,RN1,2,0,0.324689,0.0,0.0,0.0,11.300158
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,age_cat,"[LOW,45)",2,0,0.190247,0.0,0.0,0.0,19.285649
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,severity,10-<30%,2,0,0.324689,0.0,0.0,0.0,11.300158
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,unit_type,Medical,3,0,0.375226,0.0,0.0,0.0,9.778205
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,admission_source,Emergency,3,0,0.375226,0.0,0.0,0.0,9.778205
Rolling 24 Months,4,2026Q1,3,FAC019,Medical,predicted_mortality_group,10-<30%,2,0,0.324689,0.0,0.0,0.0,11.300158
Rolling 24 Months,4,2026Q1,3,FAC024,ICU,lward,Medical,2,0,0.300983,0.0,0.0,0.0,12.19018
Rolling 24 Months,4,2026Q1,3,FAC024,ICU,age_cat,"[55,65)",2,0,0.300983,0.0,0.0,0.0,12.19018
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,losingspec,,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,lward,Clinic/ED,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,organ_system,RN1,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,age_cat,"[65,75)",1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,severity,10-<30%,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,unit_type,Stepdown,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,admission_source,Clinic,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,3,FAC014,Stepdown,predicted_mortality_group,10-<30%,1,0,0.103244,0.0,0.0,0.0,35.537531
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,losingspec,,2,0,0.447121,0.0,0.0,0.0,8.205915
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,lward,Medical,2,0,0.447121,0.0,0.0,0.0,8.205915
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,organ_system,GI7,1,0,0.334024,0.0,0.0,0.0,10.984351
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,age_cat,"[75,85)",1,0,0.334024,0.0,0.0,0.0,10.984351
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,severity,30%+,1,0,0.334024,0.0,0.0,0.0,10.984351
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,unit_type,Surgical,2,0,0.447121,0.0,0.0,0.0,8.205915
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,admission_source,Emergency,1,0,0.334024,0.0,0.0,0.0,10.984351
Rolling 24 Months,4,2026Q1,5,FAC002,Surgical,predicted_mortality_group,30%+,1,0,0.334024,0.0,0.0,0.0,10.984351
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,losingspec,,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,lward,ICU,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,organ_system,RN1,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,age_cat,"[55,65)",1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,severity,10-<30%,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,unit_type,Stepdown,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,admission_source,Transfer,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,4,FAC007,Stepdown,predicted_mortality_group,10-<30%,1,0,0.120755,0.0,0.0,0.0,30.38414
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,losingspec,,2,0,0.304738,0.0,0.0,0.0,12.039972
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,lward,Clinic/ED,1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,organ_system,NU9,1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,age_cat,"[45,55)",1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,severity,5-<10%,1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,unit_type,Medical,2,0,0.304738,0.0,0.0,0.0,12.039972
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,admission_source,Emergency,1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,1,FAC016,Medical,predicted_mortality_group,5-<10%,1,0,0.080063,0.0,0.0,0.0,45.826872
Rolling 24 Months,4,2026Q1,2,FAC008,Medical,lward,Clinic/ED,2,0,0.224159,0.0,0.0,0.0,16.36801
Rolling 24 Months,4,2026Q1,2,FAC008,Medical,organ_system,NP3,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 24 Months,4,2026Q1,2,FAC008,Medical,age_cat,"[55,65)",2,0,0.224159,0.0,0.0,0.0,16.36801
Rolling 24 Months,4,2026Q1,2,FAC008,Medical,severity,10-<30%,2,0,0.224159,0.0,0.0,0.0,16.36801
Rolling 24 Months,4,2026Q1,2,FAC008,Medical,predicted_mortality_group,10-<30%,2,0,0.224159,0.0,0.0,0.0,16.36801
Rolling 24 Months,4,2026Q1,2,FAC018,Surgical,lward,ICU,1,1,0.329801,1.0,3.032131,0.039564,16.873694
Rolling 24 Months,4,2026Q1,2,FAC018,Surgical,organ_system,SP5,1,1,0.329801,1.0,3.032131,0.039564,16.873694
Rolling 24 Months,4,2026Q1,2,FAC018,Surgical,age_cat,"[85,HIGH]",1,1,0.329801,1.0,3.032131,0.039564,16.873694
Rolling 24 Months,4,2026Q1,2,FAC018,Surgical,severity,30%+,1,1,0.329801,1.0,3.032131,0.039564,16.873694
Rolling 24 Months,4,2026Q1,2,FAC018,Surgical,predicted_mortality_group,30%+,1,1,0.329801,1.0,3.032131,0.039564,16.873694
Rolling 24 Months,4,2026Q1,1,FAC018,Medical,lward,Clinic/ED,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 24 Months,4,2026Q1,1,FAC018,Medical,age_cat,"[45,55)",1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 24 Months,4,2026Q1,1,FAC018,Medical,admission_source,Clinic,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 24 Months,4,2026Q1,1,FAC030,Medical,losingspec,,1,0,0.556508,0.0,0.0,0.0,6.592963
Rolling 24 Months,4,2026Q1,1,FAC030,Medical,lward,Clinic/ED,1,0,0.556508,0.0,0.0,0.0,6.592963
Rolling 24 Months,4,2026Q1,1,FAC030,Medical,organ_system,RN1,1,0,0.556508,0.0,0.0,0.0,6.592963
